Q,I(Q),Error
2.72750441E-02,2.02499032E-02,1.77345856E-04
2.75606466E-02,1.97739415E-02,1.75964868E-04
2.78462492E-02,1.98776349E-02,1.79424237E-04
2.81318517E-02,1.98229812E-02,1.80239250E-04
2.84174543E-02,1.96063705E-02,1.78971335E-04
2.87030568E-02,1.97101422E-02,1.80010237E-04
2.89886594E-02,1.91782303E-02,1.77164736E-04
2.92742620E-02,1.95057429E-02,1.78786616E-04
2.95598645E-02,1.90992206E-02,1.76554167E-04
2.98454671E-02,1.89748406E-02,1.75840367E-04
3.01310696E-02,1.87668502E-02,1.75391268E-04
3.04166722E-02,1.85614713E-02,1.74347947E-04
3.07022747E-02,1.86964981E-02,1.75152978E-04
3.09878773E-02,1.86114796E-02,1.73732038E-04
3.12734798E-02,1.84784271E-02,1.73928788E-04
3.15590824E-02,1.82034373E-02,1.73190035E-04
3.18446850E-02,1.83530562E-02,1.73172508E-04
3.21302875E-02,1.82430819E-02,1.72320512E-04
3.24158901E-02,1.79101266E-02,1.72163281E-04
3.27014926E-02,1.77322291E-02,1.70982477E-04
3.29870952E-02,1.78129263E-02,1.71519329E-04
3.32726977E-02,1.76467486E-02,1.69865431E-04
3.35583003E-02,1.76143236E-02,1.70463163E-04
3.38439028E-02,1.70067511E-02,1.69121064E-04
3.41295054E-02,1.70367733E-02,1.68265111E-04
3.44151080E-02,1.73810534E-02,1.69800368E-04
3.47007105E-02,1.71499215E-02,1.67370001E-04
3.49863131E-02,1.68887600E-02,1.68712639E-04
3.52719156E-02,1.69679187E-02,1.65772793E-04
3.55575182E-02,1.66056491E-02,1.64858720E-04
3.58431207E-02,1.63881406E-02,1.64277476E-04
3.61287233E-02,1.63577050E-02,1.64400037E-04
3.64143259E-02,1.62758827E-02,1.63808066E-04
3.66999284E-02,1.63547806E-02,1.62737110E-04
3.69855310E-02,1.59349591E-02,1.63316182E-04
3.72711335E-02,1.60838850E-02,1.61807754E-04
3.75567361E-02,1.56864189E-02,1.59937217E-04
3.78423386E-02,1.56555288E-02,1.60063859E-04
3.81279412E-02,1.54261105E-02,1.59216134E-04
3.84135437E-02,1.50856636E-02,1.59448513E-04
3.86991463E-02,1.51036792E-02,1.58196876E-04
3.89847489E-02,1.52043663E-02,1.57491108E-04
3.92703514E-02,1.49976388E-02,1.57144602E-04
3.95559540E-02,1.50537305E-02,1.55986685E-04
3.98415565E-02,1.52557753E-02,1.56264264E-04
4.01271591E-02,1.47925504E-02,1.54501208E-04
4.04127616E-02,1.45196728E-02,1.55631480E-04
4.06983642E-02,1.45066604E-02,1.54503177E-04
4.09839667E-02,1.44883804E-02,1.52740760E-04
4.12695693E-02,1.44038685E-02,1.52369762E-04
4.15551719E-02,1.42740496E-02,1.52355736E-04
4.18407744E-02,1.40850693E-02,1.52683615E-04
4.21263770E-02,1.40018314E-02,1.51136813E-04
4.24119795E-02,1.36461630E-02,1.49490886E-04
4.26975821E-02,1.38956644E-02,1.49795097E-04
4.29831846E-02,1.35233141E-02,1.49756500E-04
4.32687872E-02,1.36201754E-02,1.49667907E-04
4.35543897E-02,1.34928748E-02,1.48501748E-04
4.38399923E-02,1.34834349E-02,1.48179076E-04
4.41255949E-02,1.35092549E-02,1.48658596E-04
4.44111974E-02,1.30436607E-02,1.46761608E-04
4.46968000E-02,1.30073726E-02,1.47068958E-04
4.49824025E-02,1.30839497E-02,1.45616746E-04
4.52680051E-02,1.30802095E-02,1.47037505E-04
4.55536076E-02,1.27695538E-02,1.45933943E-04
4.58392102E-02,1.26810856E-02,1.45638467E-04
4.61248127E-02,1.25603341E-02,1.44167670E-04
4.64104153E-02,1.27350464E-02,1.43670278E-04
4.66960179E-02,1.23767555E-02,1.45612235E-04
4.69816204E-02,1.22729167E-02,1.42145533E-04
4.72672230E-02,1.22787058E-02,1.43220270E-04
4.75528255E-02,1.21279880E-02,1.43285434E-04
4.78384281E-02,1.19581707E-02,1.42312818E-04
4.81240306E-02,1.18947029E-02,1.41882586E-04
4.84096332E-02,1.16609968E-02,1.41771012E-04
4.86952357E-02,1.18938498E-02,1.45269900E-04
4.89808383E-02,1.17655024E-02,1.47169384E-04
4.92664409E-02,1.18689016E-02,1.46359701E-04
4.95520434E-02,1.16125941E-02,1.48594697E-04
4.98376460E-02,1.13954544E-02,1.46856520E-04
5.01232485E-02,1.14368089E-02,1.49718647E-04
5.04088511E-02,1.12066381E-02,1.48785526E-04
5.06944536E-02,1.11686066E-02,1.49668066E-04
5.09800562E-02,1.12656690E-02,1.50067942E-04
5.12656587E-02,1.08440183E-02,1.49965970E-04
5.15512613E-02,1.08025596E-02,1.50688843E-04
5.18368639E-02,1.09151974E-02,1.50786342E-04
5.21224664E-02,1.07077993E-02,1.50834693E-04
5.24080690E-02,1.07632093E-02,1.51866992E-04
5.26936715E-02,1.07025281E-02,1.52631260E-04
5.29792741E-02,1.04632154E-02,1.51894624E-04
5.32648766E-02,1.05053484E-02,1.51075607E-04
5.35504792E-02,1.03828907E-02,1.52389911E-04
5.38360817E-02,1.02170855E-02,1.52537501E-04
5.41216843E-02,1.04658417E-02,1.51742172E-04
5.44072869E-02,1.00216717E-02,1.54234308E-04
5.46928894E-02,1.03117637E-02,1.51898492E-04
5.49784920E-02,9.94561985E-03,1.54022231E-04
5.52640945E-02,9.92529094E-03,1.50865514E-04
5.55496971E-02,9.64737684E-03,1.53860514E-04
5.58352996E-02,9.43694636E-03,1.52363796E-04
5.61209022E-02,9.84570384E-03,1.53079454E-04
5.64065047E-02,9.62682068E-03,1.54427933E-04
5.66921073E-02,9.45774838E-03,1.50206368E-04
5.69777099E-02,9.70373675E-03,1.53292196E-04
5.72633124E-02,9.47342068E-03,1.51083744E-04
5.75489150E-02,9.21863690E-03,1.51605215E-04
5.78345175E-02,9.24924761E-03,1.53112159E-04
5.81201201E-02,9.14755091E-03,1.50575811E-04
5.84057226E-02,9.30964574E-03,1.51479800E-04
5.86913252E-02,9.10473987E-03,1.49681053E-04
5.89769278E-02,8.94654915E-03,1.51182821E-04
5.92625303E-02,9.11832973E-03,1.49977647E-04
5.95481329E-02,8.67971778E-03,1.50321742E-04
5.98337354E-02,8.49522278E-03,1.51205633E-04
6.01193380E-02,8.62821937E-03,1.47377456E-04
6.04049405E-02,8.44642147E-03,1.51149497E-04
6.06905431E-02,8.55529308E-03,1.47839279E-04
6.09761456E-02,8.41502845E-03,1.49618905E-04
6.12617482E-02,8.65979493E-03,1.50271672E-04
6.15473508E-02,8.49096850E-03,1.47516015E-04
6.18329533E-02,8.48808140E-03,1.49726404E-04
6.21185559E-02,8.17771628E-03,1.46335630E-04
6.24041584E-02,8.07667151E-03,1.48226187E-04
6.26897610E-02,8.11558962E-03,1.46969419E-04
6.29753635E-02,8.04140791E-03,1.48031554E-04
6.32609661E-02,8.10491294E-03,1.48648931E-04
6.35465686E-02,8.03752244E-03,1.45402432E-04
6.38321712E-02,7.96909258E-03,1.46692781E-04
6.41177738E-02,7.85696134E-03,1.46165432E-04
6.44033763E-02,7.88527355E-03,1.46153585E-04
6.46889789E-02,7.69781321E-03,1.47173221E-04
6.49745814E-02,7.70754740E-03,1.43862006E-04
6.52601840E-02,7.76628405E-03,1.47065128E-04
6.55457865E-02,7.89047778E-03,1.45391433E-04
6.58313891E-02,7.60017708E-03,1.44488036E-04
6.61169916E-02,7.38688931E-03,1.49814460E-04
6.64025942E-02,7.66426325E-03,1.51989058E-04
6.66881968E-02,7.64383748E-03,1.55753200E-04
6.69737993E-02,7.24496692E-03,1.53661118E-04
6.72594019E-02,7.29613379E-03,1.57018784E-04
6.75450044E-02,7.27533549E-03,1.56805608E-04
6.78306070E-02,7.20663369E-03,1.59505324E-04
6.81162095E-02,7.21877068E-03,1.60387801E-04
6.84018121E-02,6.72350824E-03,1.58520884E-04
6.86874146E-02,6.96111098E-03,1.62907003E-04
6.89730172E-02,6.79488853E-03,1.61644834E-04
6.92586198E-02,7.01566786E-03,1.63691996E-04
6.95442223E-02,6.91552833E-03,1.64512818E-04
6.98298249E-02,6.85763732E-03,1.62898638E-04
7.01154274E-02,6.54915348E-03,1.66284054E-04
7.04010300E-02,6.64339960E-03,1.65289429E-04
7.06866325E-02,6.49387017E-03,1.65988033E-04
7.09722351E-02,6.53760880E-03,1.70271520E-04
7.12578376E-02,6.73975796E-03,1.67872438E-04
7.15434402E-02,6.61069900E-03,1.70034451E-04
7.18290428E-02,6.55670092E-03,1.68528690E-04
7.21146453E-02,6.62012026E-03,1.69450082E-04
7.24002479E-02,6.31553680E-03,1.69688951E-04
7.26858504E-02,6.06660172E-03,1.68879561E-04
7.29714530E-02,6.13060221E-03,1.63540401E-04
7.32570555E-02,6.47882745E-03,1.59010568E-04
7.35426581E-02,6.32422417E-03,1.56195062E-04
7.38282606E-02,5.93548641E-03,1.56337785E-04
7.41138632E-02,6.20599836E-03,1.53869491E-04
7.43994658E-02,5.84225357E-03,1.53292964E-04
7.46850683E-02,5.85979596E-03,1.50131797E-04
7.49706709E-02,5.82744181E-03,1.50348296E-04
7.52562734E-02,5.86518273E-03,1.48925331E-04
7.55418760E-02,5.85684925E-03,1.48563674E-04
7.58274785E-02,5.87727875E-03,1.47857732E-04
7.61130811E-02,5.64060360E-03,1.46140734E-04
7.63986836E-02,5.85899502E-03,1.45392575E-04
7.66842862E-02,5.71766868E-03,1.44282907E-04
7.69698888E-02,5.70537522E-03,1.44242803E-04
7.72554913E-02,5.69697842E-03,1.43179110E-04
7.75410939E-02,5.82601130E-03,1.43780486E-04
7.78266964E-02,5.43776900E-03,1.42786346E-04
7.81122990E-02,5.69285452E-03,1.41139767E-04
7.83979015E-02,5.41250408E-03,1.41433483E-04
7.86835041E-02,5.44453785E-03,1.39728896E-04
7.89691066E-02,5.21683693E-03,1.42114226E-04
7.92547092E-02,5.35907224E-03,1.41035385E-04
7.95403118E-02,5.36773354E-03,1.40048089E-04
7.98259143E-02,5.22526354E-03,1.40559636E-04
8.01115169E-02,5.42857125E-03,1.38829920E-04
8.03971194E-02,5.12930751E-03,1.40210385E-04
8.06827220E-02,5.39345667E-03,1.39201504E-04
8.09683245E-02,5.05253300E-03,1.38751747E-04
8.12539271E-02,5.11699170E-03,1.38924432E-04
8.15395297E-02,4.88379225E-03,1.37475514E-04
8.18251322E-02,4.70167398E-03,1.38489030E-04
8.21107348E-02,4.80806455E-03,1.38494626E-04
8.23963373E-02,4.90229949E-03,1.37628606E-04
8.26819399E-02,4.87698987E-03,1.38974395E-04
8.29675424E-02,5.14851511E-03,1.36564809E-04
8.32531450E-02,4.71850112E-03,1.37019225E-04
8.35387475E-02,4.65945527E-03,1.36019483E-04
8.38243501E-02,4.90514189E-03,1.37401411E-04
8.41099527E-02,4.75716218E-03,1.36931730E-04
8.43955552E-02,4.68434766E-03,1.34933011E-04
8.46811578E-02,4.67731059E-03,1.36243401E-04
8.49667603E-02,4.58664447E-03,1.34897495E-04
8.52523629E-02,4.20722738E-03,1.36095598E-04
8.55379654E-02,4.48578596E-03,1.34799711E-04
8.58235680E-02,4.64729965E-03,1.34563669E-04
8.61091705E-02,4.36765701E-03,1.36158074E-04
8.63947731E-02,4.31076810E-03,1.34460110E-04
8.66803757E-02,4.41280007E-03,1.34315636E-04
8.69659782E-02,4.35372815E-03,1.33850098E-04
8.72515808E-02,4.32327762E-03,1.34176202E-04
8.75371833E-02,4.50536981E-03,1.35100390E-04
8.78227859E-02,4.21381369E-03,1.32775211E-04
8.81083884E-02,4.13350016E-03,1.33548325E-04
8.83939910E-02,4.22564149E-03,1.32670248E-04
8.86795935E-02,4.18931618E-03,1.33918562E-04
8.89651961E-02,4.23187762E-03,1.33148732E-04
8.92507987E-02,3.97445634E-03,1.31338404E-04
8.95364012E-02,4.01029736E-03,1.32972168E-04
8.98220038E-02,4.10538912E-03,1.31714580E-04
9.01076063E-02,3.93674895E-03,1.32495379E-04
9.03932089E-02,3.84245068E-03,1.31070681E-04
9.06788114E-02,3.81833687E-03,1.31173846E-04
9.09644140E-02,3.80092487E-03,1.32312581E-04
9.12500165E-02,3.87228280E-03,1.31643963E-04
9.15356191E-02,3.79863381E-03,1.30297032E-04
9.18212217E-02,3.80206481E-03,1.29428936E-04
9.21068242E-02,3.67072970E-03,1.31364613E-04
9.23924268E-02,3.88874859E-03,1.31387442E-04
9.26780293E-02,3.93223017E-03,1.30382369E-04
9.29636319E-02,3.90192866E-03,1.29713237E-04
9.32492344E-02,3.75150889E-03,1.29504990E-04
9.35348370E-02,3.75561044E-03,1.30575427E-04
9.38204395E-02,3.48610058E-03,1.29134576E-04
9.41060421E-02,3.66878137E-03,1.28979719E-04
9.43916447E-02,3.28404456E-03,1.29034369E-04
9.46772472E-02,3.56421620E-03,1.29155937E-04
9.49628498E-02,3.39454785E-03,1.29663627E-04
9.52484523E-02,3.58881056E-03,1.27659568E-04
9.55340549E-02,3.59819084E-03,1.29019610E-04
9.58196574E-02,3.42065468E-03,1.28376998E-04
9.61052600E-02,3.36788222E-03,1.28855510E-04
9.63908625E-02,3.04409489E-03,1.27264822E-04
9.66764651E-02,3.44909355E-03,1.27559015E-04
9.69620677E-02,3.29204276E-03,1.27581847E-04
9.72476702E-02,3.40171903E-03,1.27498645E-04
9.75332728E-02,3.26889008E-03,1.26500037E-04
9.78188753E-02,3.37490067E-03,1.28062981E-04
9.81044779E-02,3.42827663E-03,1.26799457E-04
9.83900804E-02,3.13563645E-03,1.28541649E-04
9.86756830E-02,3.14640999E-03,1.25423869E-04
9.89612855E-02,3.02448869E-03,1.25891693E-04
9.92468881E-02,3.42332199E-03,1.26551511E-04
9.95324907E-02,3.09255347E-03,1.26622816E-04
9.98180932E-02,3.09607759E-03,1.26405778E-04
1.00103696E-01,3.04051861E-03,1.25641689E-04
1.00389298E-01,2.95146555E-03,1.24904176E-04
1.00674901E-01,2.90255621E-03,1.25594978E-04
1.00960503E-01,2.91514397E-03,1.25634844E-04
1.01246106E-01,2.64704227E-03,1.24987107E-04
1.01531709E-01,2.99991295E-03,1.24503381E-04
1.01817311E-01,2.88490951E-03,1.25366932E-04
1.02102914E-01,2.75880098E-03,1.25170802E-04
1.02388516E-01,2.70938873E-03,1.23790573E-04
1.02674119E-01,2.87645683E-03,1.24592222E-04
1.02959721E-01,2.92776152E-03,1.24187138E-04
1.03245324E-01,2.68355384E-03,1.23893133E-04
1.03530926E-01,2.69212574E-03,1.24838313E-04
1.03816529E-01,2.63165310E-03,1.22703788E-04
1.04102132E-01,2.99326330E-03,1.24067139E-04
1.04387734E-01,2.72259861E-03,1.22678183E-04
1.04673337E-01,2.73410976E-03,1.24064265E-04
1.04958939E-01,2.85971165E-03,1.22516321E-04
1.05244542E-01,2.73698941E-03,1.23211034E-04
1.05530144E-01,2.72194669E-03,1.23785636E-04
1.05815747E-01,2.64106691E-03,1.22163892E-04
1.06101349E-01,2.80358270E-03,1.22409489E-04
1.06386952E-01,2.48607248E-03,1.21809029E-04
1.06672555E-01,2.51735374E-03,1.23007690E-04
1.06958157E-01,2.59856880E-03,1.23262272E-04
1.07243760E-01,2.42044032E-03,1.21277342E-04
1.07529362E-01,2.38674507E-03,1.21872630E-04
1.07814965E-01,2.63608620E-03,1.21654015E-04
1.08100567E-01,2.52317637E-03,1.21406532E-04
1.08386170E-01,2.22206861E-03,1.21589224E-04
1.08671772E-01,2.31027603E-03,1.21348589E-04
1.08957375E-01,2.27936357E-03,1.20763483E-04
1.09242978E-01,2.48920545E-03,1.21063938E-04
1.09528580E-01,2.46776268E-03,1.24780099E-04
1.09814183E-01,2.17024609E-03,1.24092160E-04
1.10099785E-01,2.58174166E-03,1.26775898E-04
1.10385388E-01,2.27313116E-03,1.27471212E-04
1.10670990E-01,2.34998390E-03,1.28617965E-04
1.10956593E-01,2.10672989E-03,1.28781522E-04
1.11242195E-01,2.13425606E-03,1.29257786E-04
1.11527798E-01,2.16345489E-03,1.30870606E-04
1.11813401E-01,2.13174522E-03,1.31788861E-04
1.12099003E-01,1.90994143E-03,1.32017200E-04
1.12384606E-01,2.03192979E-03,1.32836637E-04
1.12670208E-01,2.23432481E-03,1.33252387E-04
1.12955811E-01,2.11079791E-03,1.34939537E-04
1.13241413E-01,2.22724304E-03,1.33898690E-04
1.13527016E-01,2.09515914E-03,1.31239843E-04
1.13812618E-01,1.98089704E-03,1.31163786E-04
1.14098221E-01,2.02748924E-03,1.29099507E-04
1.14383824E-01,2.13532150E-03,1.29688438E-04
1.14669426E-01,1.70517340E-03,1.26764949E-04
1.14955029E-01,2.17570737E-03,1.27601813E-04
1.15240631E-01,2.14413926E-03,1.26753817E-04
1.15526234E-01,2.02838704E-03,1.26667062E-04
1.15811836E-01,1.95589289E-03,1.26455325E-04
1.16097439E-01,1.86204910E-03,1.23807564E-04
1.16383041E-01,1.86639652E-03,1.25795499E-04
1.16668644E-01,1.87192857E-03,1.24150140E-04
1.16954247E-01,2.15451792E-03,1.24142536E-04
1.17239849E-01,1.69344991E-03,1.24733774E-04
1.17525452E-01,1.60112232E-03,1.22636278E-04
1.17811054E-01,2.10236013E-03,1.24209144E-04
1.18096657E-01,1.85356662E-03,1.22441299E-04
1.18382259E-01,2.02969462E-03,1.22946890E-04
1.18667862E-01,1.76927075E-03,1.22393905E-04
1.18953464E-01,1.71921775E-03,1.22276087E-04
1.19239067E-01,1.86643004E-03,1.22891605E-04
1.19524670E-01,1.65276602E-03,1.20983686E-04
1.19810272E-01,1.89791247E-03,1.21664805E-04
1.20095875E-01,1.74998492E-03,1.21431145E-04
1.20381477E-01,1.83217600E-03,1.20214263E-04
1.20667080E-01,1.41813979E-03,1.20540577E-04
1.20952682E-01,1.46222487E-03,1.18010294E-04
1.21238285E-01,1.76320970E-03,1.19732337E-04
1.21523887E-01,1.68516859E-03,1.18914566E-04
1.21809490E-01,1.31489336E-03,1.18156502E-04
1.22095093E-01,1.62705779E-03,1.18911853E-04
1.22380695E-01,1.68463215E-03,1.17533863E-04
1.22666298E-01,1.71373412E-03,1.17450581E-04
1.22951900E-01,1.85414776E-03,1.16866854E-04
1.23237503E-01,1.49462745E-03,1.17208297E-04
1.23523105E-01,1.35157257E-03,1.16310123E-04
1.23808708E-01,1.53777376E-03,1.16584262E-04
1.24094310E-01,1.54649839E-03,1.17461237E-04
1.24379913E-01,1.52496621E-03,1.15585284E-04
1.24665516E-01,1.41263381E-03,1.15640540E-04
1.24951118E-01,1.46274269E-03,1.15951477E-04
1.25236721E-01,1.37948990E-03,1.16441902E-04
1.25522323E-01,1.58370659E-03,1.16674468E-04
1.25807926E-01,1.41695887E-03,1.14799540E-04
1.26093528E-01,1.41173601E-03,1.15968793E-04
1.26379131E-01,1.55333057E-03,1.15126659E-04
1.26664733E-01,1.33333355E-03,1.18139731E-04
1.26950336E-01,1.38294324E-03,1.20353204E-04
1.27235939E-01,1.34069100E-03,1.21350652E-04
1.27521541E-01,1.32396817E-03,1.23830661E-04
1.27807144E-01,1.36364251E-03,1.22899363E-04
1.28092746E-01,1.15990639E-03,1.24758532E-04
1.28378349E-01,1.44665316E-03,1.25176334E-04
1.28663951E-01,1.17984414E-03,1.25862226E-04
1.28949554E-01,1.39909238E-03,1.26955194E-04
1.29235156E-01,1.43975392E-03,1.26743289E-04
1.29520759E-01,1.33992359E-03,1.26914876E-04
1.29806362E-01,1.27764419E-03,1.27386984E-04
1.30091964E-01,1.28374621E-03,1.27055547E-04
1.30377567E-01,1.09010190E-03,1.28816342E-04
1.30663169E-01,1.39615685E-03,1.27130304E-04
1.30948772E-01,9.81736928E-04,1.27684012E-04
1.31234374E-01,1.11455843E-03,1.25902163E-04
1.31519977E-01,1.17341429E-03,1.27914074E-04
1.31805579E-01,1.21361017E-03,1.28430694E-04
1.32091182E-01,1.46994367E-03,1.28366989E-04
1.32376785E-01,1.04910880E-03,1.29948091E-04
1.32662387E-01,1.16467848E-03,1.28289936E-04
1.32947990E-01,1.48906931E-03,1.29669337E-04
1.33233592E-01,1.36065483E-03,1.29356040E-04
1.33519195E-01,1.09571218E-03,1.26822619E-04
1.33804797E-01,1.05215982E-03,1.24493041E-04
1.34090400E-01,1.04092807E-03,1.21253782E-04
1.34376002E-01,1.14130601E-03,1.21837734E-04
1.34661605E-01,1.10406429E-03,1.19970828E-04
1.34947208E-01,1.14947557E-03,1.19765089E-04
1.35232810E-01,9.24058259E-04,1.19227469E-04
1.35518413E-01,9.93944705E-04,1.17487821E-04
1.35804015E-01,9.61236656E-04,1.16628458E-04
1.36089618E-01,1.07955188E-03,1.16345679E-04
1.36375220E-01,1.08321011E-03,1.16437526E-04
1.36660823E-01,1.02743134E-03,1.15783719E-04
1.36946425E-01,1.22011453E-03,1.15534919E-04
1.37232028E-01,1.10844150E-03,1.15576539E-04
1.37517631E-01,9.98295844E-04,1.15007608E-04
1.37803233E-01,9.61191952E-04,1.15218816E-04
1.38088836E-01,9.90863889E-04,1.14281367E-04
1.38374438E-01,1.18216500E-03,1.14584622E-04
1.38660041E-01,7.99011439E-04,1.14269210E-04
1.38945643E-01,9.40766186E-04,1.14037744E-04
1.39231246E-01,9.82716680E-04,1.14311290E-04
1.39516848E-01,9.32112336E-04,1.13626426E-04
1.39802451E-01,1.20563805E-03,1.13061079E-04
1.40088054E-01,9.07268375E-04,1.13724289E-04
1.40373656E-01,8.53337348E-04,1.13081527E-04
1.40659259E-01,9.80600715E-04,1.13353156E-04
1.40944861E-01,8.98465514E-04,1.12168739E-04
1.41230464E-01,9.15519893E-04,1.12975654E-04
1.41516066E-01,9.65241343E-04,1.12707612E-04
1.41801669E-01,8.97340477E-04,1.12366457E-04
1.42087271E-01,1.05066225E-03,1.12592203E-04
1.42372874E-01,1.04971975E-03,1.11187182E-04
1.42658477E-01,6.88053668E-04,1.12396817E-04
1.42944079E-01,9.52247530E-04,1.11824625E-04
1.43229682E-01,7.88059086E-04,1.11450813E-04
1.43515284E-01,7.59590417E-04,1.12156937E-04
1.43800887E-01,7.12152570E-04,1.10646420E-04
1.44086489E-01,8.70551914E-04,1.11603740E-04
1.44372092E-01,6.00721687E-04,1.10409581E-04
1.44657694E-01,8.56250525E-04,1.11195972E-04
1.44943297E-01,7.42554665E-04,1.10495053E-04
1.45228900E-01,9.01248306E-04,1.10289031E-04
1.45514502E-01,7.82348216E-04,1.11496707E-04
1.45800105E-01,8.33857805E-04,1.09457029E-04
1.46085707E-01,6.09133393E-04,1.10862379E-04
1.46371310E-01,6.54980540E-04,1.10561848E-04
1.46656912E-01,6.11588359E-04,1.09953001E-04
1.46942515E-01,8.10455531E-04,1.10035015E-04
1.47228117E-01,6.30158931E-04,1.08776415E-04
1.47513720E-01,9.34429467E-04,1.10100958E-04
1.47799323E-01,8.93268734E-04,1.09995803E-04
1.48084925E-01,7.26919621E-04,1.09437386E-04
1.48370528E-01,7.70956278E-04,1.09728040E-04
1.48656130E-01,9.34891403E-04,1.09280475E-04
1.48941733E-01,6.18774444E-04,1.09449903E-04
1.49227335E-01,7.48503953E-04,1.08782361E-04
1.49512938E-01,6.00226223E-04,1.08294218E-04
1.49798540E-01,6.79463148E-04,1.09042018E-04
1.50084143E-01,1.06864423E-03,1.08812501E-04
1.50369746E-01,5.98527491E-04,1.08681406E-04
